Title of Product,Link of Product,Item No of Ebay,Description,Condition,Price,Dict Data Multifield,image,Shipping Charge,Courier,Return Policy
Givenchy Mens Ankle Boots Black Buckle Strap Round Toe Shoes 9,https://www.ebay.com/itm/Givenchy-Mens-Ankle-Boots-Black-Buckle-Strap-Round-Toe-Shoes-9/193284996314?hash=item2d00aefcda:g:qxUAAOSwgFleD60E,193284996314,"

Givenchy Mens Ankle Boots Black Buckle Strap Round Toe Shoes 9

Brand: Givenchy
Style: Ankle Boots 
Size: 9
Color: Black
Pattern: Solid 
Features: Round Toe
Fastening: Buckle

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",Pre-owned,US $300.00,"{' Condition': 'Pre-owned', ' Color': 'Black', ' Upper Material': 'N/A', ' Brand': 'Givenchy', ' Pattern': 'Solid', ' Style': 'Ankle Boots', ' Features': 'Round Toe', ' Size': '9', ' Fastening': 'Buckle', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/qxUAAOSwgFleD60E/s-l300.jpg,https://i.ebayimg.com/images/g/QpMAAOSw07ZeD60E/s-l300.jpg,https://i.ebayimg.com/images/g/XEkAAOSwB5NeD60F/s-l300.jpg,https://i.ebayimg.com/images/g/kiUAAOSw4n1eD60G/s-l300.jpg,https://i.ebayimg.com/images/g/nt8AAOSwbl9eD60H/s-l300.jpg,https://i.ebayimg.com/images/g/tpwAAOSwLWBeD60I/s-l300.jpg,https://i.ebayimg.com/images/g/~lEAAOSw4OFeD60J/s-l300.jpg,https://i.ebayimg.com/images/g/dVYAAOSw0CteD60J/s-l300.jpg,https://i.ebayimg.com/images/g/qxUAAOSwgFleD60E/s-l300.jpg,https://i.ebayimg.com/images/g/QpMAAOSw07ZeD60E/s-l300.jpg,https://i.ebayimg.com/images/g/XEkAAOSwB5NeD60F/s-l300.jpg,https://i.ebayimg.com/images/g/kiUAAOSw4n1eD60G/s-l300.jpg,https://i.ebayimg.com/images/g/nt8AAOSwbl9eD60H/s-l300.jpg,https://i.ebayimg.com/images/g/tpwAAOSwLWBeD60I/s-l300.jpg,https://i.ebayimg.com/images/g/~lEAAOSw4OFeD60J/s-l300.jpg,https://i.ebayimg.com/images/g/dVYAAOSw0CteD60J/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Cole Haan Mens Zerogrand Laser Wingtip Oxfords Black Perforated Toe Shoes 9.5 M,https://www.ebay.com/itm/Cole-Haan-Mens-Zerogrand-Laser-Wingtip-Oxfords-Black-Perforated-Toe-Shoes-9-5-M/193299212863?hash=item2d0187ea3f:g:PqcAAOSw-MpeHVgo,193299212863,"

Cole Haan Mens Zerogrand Laser Wingtip Oxfords Black Perforated Toe Shoes 9.5 M

Brand: Cole Haan
Style: Oxfords Shoes 
Size: 9.5
Color: Black
Product Line: Cole Haan Zerogrand
Shoe Width: M
Upper Material: Leather
Pattern: Solid 
Features: Perforated
Closure: Lace Up
Country/Region Of Manufacture: Vietnam

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",Pre-owned,US $65.00,"{' Condition': 'Pre-owned', ' Brand': 'Cole Haan', ' Features': 'Perforated', ' Closure': 'Lace Up', ' Product Line': 'Cole Haan Zerogrand', ' Upper Material': 'Leather', ' Shoe Width': 'M', ' Type': 'Casual', ' Pattern': 'Solid', ' Country/Region of Manufacture': 'Vietnam', ' Department': 'Men', ' Style': 'Oxfords Shoes', ' Size': '9.5', ' Color': 'Black', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/PqcAAOSw-MpeHVgo/s-l300.jpg,https://i.ebayimg.com/images/g/XkQAAOSww9deHVgp/s-l300.jpg,https://i.ebayimg.com/images/g/ioAAAOSwovJeHVgq/s-l300.jpg,https://i.ebayimg.com/images/g/8IkAAOSwOeBeHVgq/s-l300.jpg,https://i.ebayimg.com/images/g/gwsAAOSwFlJeHVgr/s-l300.jpg,https://i.ebayimg.com/images/g/MVcAAOSwDuleHVgs/s-l300.jpg,https://i.ebayimg.com/images/g/t0MAAOSwtPReHVgt/s-l300.jpg,https://i.ebayimg.com/images/g/9OsAAOSwB5NeHVgu/s-l300.jpg,https://i.ebayimg.com/images/g/PqcAAOSw-MpeHVgo/s-l300.jpg,https://i.ebayimg.com/images/g/XkQAAOSww9deHVgp/s-l300.jpg,https://i.ebayimg.com/images/g/ioAAAOSwovJeHVgq/s-l300.jpg,https://i.ebayimg.com/images/g/8IkAAOSwOeBeHVgq/s-l300.jpg,https://i.ebayimg.com/images/g/gwsAAOSwFlJeHVgr/s-l300.jpg,https://i.ebayimg.com/images/g/MVcAAOSwDuleHVgs/s-l300.jpg,https://i.ebayimg.com/images/g/t0MAAOSwtPReHVgt/s-l300.jpg,https://i.ebayimg.com/images/g/9OsAAOSwB5NeHVgu/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Adidas Mens Crazy Explosive Basketball Shoes Brown 2017 Mid Top AC7318 12 New,https://www.ebay.com/itm/Adidas-Mens-Crazy-Explosive-Basketball-Shoes-Brown-2017-Mid-Top-AC7318-12-New/193311229050?hash=item2d023f447a:g:b2cAAOSwt8JeKEpe,193311229050,"

Adidas Mens Crazy Explosive Basketball Shoes Brown 2017 Mid Top AC7318 12 New

Brand: Adidas
Style: Basketball Shoes 
Size: 12
Color: Brown
Style Number: AC7318
Secondary Color: Red
Activity: Basketball
Model: Adidas Crazy Explosive
Euro Size: 46,66
Pattern: Solid 
Fastening: Lace Up
Year: 2017
Product Line: Adidas Crazy Explosive
Shoe Height: Mid Top
Country/Region Of Manufacture: China

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-Measurements are approximate, please measure and check your favorite items at home to estimate fit
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",New without box,US $85.00,"{' Condition': 'New without box', ' Color': 'Brown', ' Euro Size': '46,66', ' Brand': 'adidas', ' Pattern': 'Solid', ' Style': 'Basketball Shoes', ' Fastening': 'Lace Up', ' Size': '12', ' Year': '2017', ' Style Number (Mpn)': 'AC7318', ' Product Line': 'adidas Crazy Explosive', ' Secondary Color': 'Red', ' Shoe Height': 'Mid Top', ' Activity': 'Basketball', ' Country/Region of Manufacture': 'China', ' Model': 'Adidas Crazy Explosive', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/b2cAAOSwt8JeKEpe/s-l300.jpg,https://i.ebayimg.com/images/g/yRgAAOSw6INeKEpf/s-l300.jpg,https://i.ebayimg.com/images/g/P1YAAOSw1ABeKEpf/s-l300.jpg,https://i.ebayimg.com/images/g/jBkAAOSwzkReKEpg/s-l300.jpg,https://i.ebayimg.com/images/g/dlQAAOSwT5teKEph/s-l300.jpg,https://i.ebayimg.com/images/g/iB4AAOSwWVBeKEpi/s-l300.jpg,https://i.ebayimg.com/images/g/O9MAAOSwMAxeKEpj/s-l300.jpg,https://i.ebayimg.com/images/g/vjcAAOSwRSBeKEpj/s-l300.jpg,https://i.ebayimg.com/images/g/b2cAAOSwt8JeKEpe/s-l300.jpg,https://i.ebayimg.com/images/g/yRgAAOSw6INeKEpf/s-l300.jpg,https://i.ebayimg.com/images/g/P1YAAOSw1ABeKEpf/s-l300.jpg,https://i.ebayimg.com/images/g/jBkAAOSwzkReKEpg/s-l300.jpg,https://i.ebayimg.com/images/g/dlQAAOSwT5teKEph/s-l300.jpg,https://i.ebayimg.com/images/g/iB4AAOSwWVBeKEpi/s-l300.jpg,https://i.ebayimg.com/images/g/O9MAAOSwMAxeKEpj/s-l300.jpg,https://i.ebayimg.com/images/g/vjcAAOSwRSBeKEpj/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Saucony Mens Progrid Peregrine 3 Running Shoes Black Orange Low Top 20098-3 11.5,https://www.ebay.com/itm/Saucony-Mens-Progrid-Peregrine-3-Running-Shoes-Black-Orange-Low-Top-20098-3-11-5/193305232651?hash=item2d01e3c50b:g:mtoAAOSw7gpeIpYd,193305232651,"

Saucony Mens Progrid Peregrine 3 Running Shoes Black Orange Low Top 20098-3 11.5

Brand: Saucony
Style: Running Shoes 
Size: 11.5
Color: Black
Style Number: 20098-3
Activity: Running
Model: Saucony Progrid Peregrine 3
Euro Size: EUR 46
Pattern: Solid 
Fastening: Lace Up
Product Line: Saucony Progrid Peregrine 3
Shoe Height: Low Top
Country/Region Of Manufacture: China

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-Measurements are approximate, please measure and check your favorite items at home to estimate fit
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",Pre-owned,US $60.00,"{' Condition': 'Pre-owned', ' Color': 'Black', ' Euro Size': 'EUR 46', ' Brand': 'Saucony', ' Pattern': 'Solid', ' Style': 'Running Shoes', ' Fastening': 'Lace Up', ' Size': '11.5', ' Product Line': 'Saucony Progrid Peregrine 3', ' Style Number (Mpn)': '20098-3', ' Shoe Height': 'Low Top', ' Activity': 'Running', ' Country/Region of Manufacture': 'China', ' Model': 'Saucony Progrid Peregrine 3', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/mtoAAOSw7gpeIpYd/s-l300.jpg,https://i.ebayimg.com/images/g/V4MAAOSwCtFeIpYe/s-l300.jpg,https://i.ebayimg.com/images/g/IWAAAOSwgZteIpYe/s-l300.jpg,https://i.ebayimg.com/images/g/HCEAAOSwdndeIpYf/s-l300.jpg,https://i.ebayimg.com/images/g/ZywAAOSwkwxeIpYg/s-l300.jpg,https://i.ebayimg.com/images/g/crEAAOSwkAReIpYh/s-l300.jpg,https://i.ebayimg.com/images/g/tXYAAOSwlPFeIpYh/s-l300.jpg,https://i.ebayimg.com/images/g/ydcAAOSwPfBeIpYi/s-l300.jpg,https://i.ebayimg.com/images/g/mtoAAOSw7gpeIpYd/s-l300.jpg,https://i.ebayimg.com/images/g/V4MAAOSwCtFeIpYe/s-l300.jpg,https://i.ebayimg.com/images/g/IWAAAOSwgZteIpYe/s-l300.jpg,https://i.ebayimg.com/images/g/HCEAAOSwdndeIpYf/s-l300.jpg,https://i.ebayimg.com/images/g/ZywAAOSwkwxeIpYg/s-l300.jpg,https://i.ebayimg.com/images/g/crEAAOSwkAReIpYh/s-l300.jpg,https://i.ebayimg.com/images/g/tXYAAOSwlPFeIpYh/s-l300.jpg,https://i.ebayimg.com/images/g/ydcAAOSwPfBeIpYi/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Adidas Mens Pro Model Xeno Sneakers Black 2015 Lace Up Mid Top Q16534 12 New,https://www.ebay.com/itm/Adidas-Mens-Pro-Model-Xeno-Sneakers-Black-2015-Lace-Up-Mid-Top-Q16534-12-New/193257256827?hash=item2cff07b77b:g:nj8AAOSwXAFd9YFX,193257256827,"

Adidas Mens Pro Model Xeno Sneakers Black 2015 Lace Up Mid Top Q16534 12 New

Adidas

Brand: Adidas
Style: Sneakers 
Size: 12
Color: Black
Style Number: Q16534
Model: Adidas Pro Model Xeno
Pattern: Solid 
Fastening: Lace Up
Year: 2015
Product Line: Adidas Pro Model
Shoe Height: Mid Top
Country/Region Of Manufacture: Vietnam

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-100% authenticity guaranteed
-Items ship next business dayThis listing was easily created using the SellHound Posting App!",New without box,US $70.99,"{' Condition': 'New without box', ' Brand': 'adidas', ' Year': '2015', ' Closure': 'Lace Up', ' Fastening': 'Lace Up', ' Model': 'Adidas Pro Model Xeno', ' Shoe Height': 'Mid Top', ' Type': 'Athletic', ' Pattern': 'Solid', ' Country/Region of Manufacture': 'Vietnam', ' Style Number (Mpn)': 'Q16534', ' Style': 'Sneakers', ' Shoe Shaft Style': 'Mid Top', ' Color': 'Black', ' Department': 'Men', ' Product Line': 'adidas Pro Model', ' Size': '12', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/nj8AAOSwXAFd9YFX/s-l300.jpg,https://i.ebayimg.com/images/g/f74AAOSwN8hd9YFY/s-l300.jpg,https://i.ebayimg.com/images/g/vcYAAOSwx1Rd9YFZ/s-l300.jpg,https://i.ebayimg.com/images/g/cRkAAOSwh~xd9YFa/s-l300.jpg,https://i.ebayimg.com/images/g/sp8AAOSwuCBd9YFb/s-l300.jpg,https://i.ebayimg.com/images/g/LnYAAOSw5LRd9YFc/s-l300.jpg,https://i.ebayimg.com/images/g/sqcAAOSw75Bd9YFc/s-l300.jpg,https://i.ebayimg.com/images/g/JxAAAOSw2xZd9YFd/s-l300.jpg,https://i.ebayimg.com/images/g/nj8AAOSwXAFd9YFX/s-l300.jpg,https://i.ebayimg.com/images/g/f74AAOSwN8hd9YFY/s-l300.jpg,https://i.ebayimg.com/images/g/vcYAAOSwx1Rd9YFZ/s-l300.jpg,https://i.ebayimg.com/images/g/cRkAAOSwh~xd9YFa/s-l300.jpg,https://i.ebayimg.com/images/g/sp8AAOSwuCBd9YFb/s-l300.jpg,https://i.ebayimg.com/images/g/LnYAAOSw5LRd9YFc/s-l300.jpg,https://i.ebayimg.com/images/g/sqcAAOSw75Bd9YFc/s-l300.jpg,https://i.ebayimg.com/images/g/JxAAAOSw2xZd9YFd/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Polo Ralph Lauren Mens Baseball Cap Brown Authenic Dry Goods Mesh Vintage O/S,https://www.ebay.com/itm/Polo-Ralph-Lauren-Mens-Baseball-Cap-Brown-Authenic-Dry-Goods-Mesh-Vintage-O-S/193274023152?hash=item2d00078cf0:g:NIMAAOSw7Z5eBXWl,193274023152,"

Polo Ralph Lauren Mens Baseball Cap Brown Authenic Dry Goods Mesh Vintage O/S

Vintage Ralph Lauren Polo Dry Goods Mesh Hat. Very rare.

Brand: Polo Ralph Lauren
Style: Baseball Cap Hat 
Size: One Size
Material: Corduroy
Color: Brown
Pattern: Solid
Logo: Logo 
Words: Authenic Dry Goods
Adjustment Type: Strapback 
Features: Vintage

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",Pre-owned,US $119.00,"{' Condition': 'Pre-owned', ' Color': 'Brown', ' Pattern': 'Solid', ' Brand': 'Polo Ralph Lauren', ' Does The Graphic Include A Company Logo?': 'Logo', ' Style': 'Baseball Cap Hat', ' Words': 'Authenic Dry Goods', ' Size': 'One Size', ' Adjustment Type': 'Strapback', ' Material': 'Corduroy', ' Features': 'Vintage', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/NIMAAOSw7Z5eBXWl/s-l300.jpg,https://i.ebayimg.com/images/g/V5wAAOSw5T9eBXWm/s-l300.jpg,https://i.ebayimg.com/images/g/qq8AAOSw25VeBXWn/s-l300.jpg,https://i.ebayimg.com/images/g/uwYAAOSwApleBXWo/s-l300.jpg,https://i.ebayimg.com/images/g/8ZcAAOSwT9ZeBXWp/s-l300.jpg,https://i.ebayimg.com/images/g/NJwAAOSwkdleBXWq/s-l300.jpg,https://i.ebayimg.com/images/g/AEkAAOSwlPleBXWq/s-l300.jpg,https://i.ebayimg.com/images/g/BvkAAOSwkwxeBXWr/s-l300.jpg,https://i.ebayimg.com/images/g/NIMAAOSw7Z5eBXWl/s-l300.jpg,https://i.ebayimg.com/images/g/V5wAAOSw5T9eBXWm/s-l300.jpg,https://i.ebayimg.com/images/g/qq8AAOSw25VeBXWn/s-l300.jpg,https://i.ebayimg.com/images/g/uwYAAOSwApleBXWo/s-l300.jpg,https://i.ebayimg.com/images/g/8ZcAAOSwT9ZeBXWp/s-l300.jpg,https://i.ebayimg.com/images/g/NJwAAOSwkdleBXWq/s-l300.jpg,https://i.ebayimg.com/images/g/AEkAAOSwlPleBXWq/s-l300.jpg,https://i.ebayimg.com/images/g/BvkAAOSwkwxeBXWr/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Adidas Mens Alphabounce Lea Sneakers Green Lace Up Low Top Shoes CG4787 15 New,https://www.ebay.com/itm/Adidas-Mens-Alphabounce-Lea-Sneakers-Green-Lace-Up-Low-Top-Shoes-CG4787-15-New/193254232754?hash=item2cfed992b2:g:YucAAOSw4TVd8tm0,193254232754,"

Adidas Mens Alphabounce Lea Sneakers Green Lace Up Low Top Shoes CG4787 15 New

Brand: Adidas
Style: Sneakers 
Size: 15
Color: Green
Style Number: CG4787
Model: Adidas Alphabounce Lea
Pattern: Solid 
Fastening: Lace Up
Product Line: Adidas AlphaBounce
Shoe Height: Low Top
Country/Region Of Manufacture: China

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-100% authenticity guaranteed
-Items ship next business dayThis listing was easily created using the SellHound Posting App!",New without box,US $76.99,"{' Condition': 'New without box', ' Color': 'Green', ' Shoe Height': 'Low Top', ' Style': 'Sneakers', ' Country/Region of Manufacture': 'China', ' Size': '15', ' Brand': 'Adidas', ' Style Number (Mpn)': 'CG4787', ' Model': 'Adidas Alphabounce Lea', ' Pattern': 'Solid', ' Product Line': 'adidas AlphaBounce', ' Fastening': 'Lace Up', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/YucAAOSw4TVd8tm0/s-l300.jpg,https://i.ebayimg.com/images/g/zzcAAOSwHfxd8tm1/s-l300.jpg,https://i.ebayimg.com/images/g/8z8AAOSwoFxd8tm2/s-l300.jpg,https://i.ebayimg.com/images/g/XdoAAOSwZoVd8tm3/s-l300.jpg,https://i.ebayimg.com/images/g/9DQAAOSwGEFd8tm3/s-l300.jpg,https://i.ebayimg.com/images/g/ouQAAOSw1ztd8tm4/s-l300.jpg,https://i.ebayimg.com/images/g/gDYAAOSwyhVd8tm6/s-l300.jpg,https://i.ebayimg.com/images/g/WeMAAOSwHLFd8tm6/s-l300.jpg,https://i.ebayimg.com/images/g/YucAAOSw4TVd8tm0/s-l300.jpg,https://i.ebayimg.com/images/g/zzcAAOSwHfxd8tm1/s-l300.jpg,https://i.ebayimg.com/images/g/8z8AAOSwoFxd8tm2/s-l300.jpg,https://i.ebayimg.com/images/g/XdoAAOSwZoVd8tm3/s-l300.jpg,https://i.ebayimg.com/images/g/9DQAAOSwGEFd8tm3/s-l300.jpg,https://i.ebayimg.com/images/g/ouQAAOSw1ztd8tm4/s-l300.jpg,https://i.ebayimg.com/images/g/gDYAAOSwyhVd8tm6/s-l300.jpg,https://i.ebayimg.com/images/g/WeMAAOSwHLFd8tm6/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Brooks Womens Ghost 4 Running Shoes Blue Gray Sneakers Mesh 5 D EU 37.5 New,https://www.ebay.com/itm/Brooks-Womens-Ghost-4-Running-Shoes-Blue-Gray-Sneakers-Mesh-5-D-EU-37-5-New/193283345445?hash=item2d0095cc25:g:pIAAAOSwi1ZeDjjE,193283345445,"

Brooks Womens Ghost Running Shoes Blue Gray Low Top Lace Up Mesh 5 D EU 37.5 New

Brand: Brooks
Size: 5
Style: Running Shoes 
Color: Blue
Eu Size: 37.5
Width: D
Shoe Height: Low Top
Activity: Running
Product Line: Ghost
Secondary Color: Gray
Pattern: Solid 
Fastening: Lace Up
Features: Mesh

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",New without box,US $75.99,"{' Condition': 'New without box', ' Color': 'Blue', ' Activity': 'Running', ' Brand': 'Brooks', ' Product Line': 'Ghost', ' Size': '5', ' Secondary Color': 'Gray', ' Style': 'Running Shoes', ' Pattern': 'Solid', ' Eu Size': '37.5', ' Fastening': 'Lace Up', ' Width': 'D', ' Features': 'Mesh', ' Shoe Height': 'Low Top', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/pIAAAOSwi1ZeDjjE/s-l300.jpg,https://i.ebayimg.com/images/g/aNIAAOSwKz5eDjjF/s-l300.jpg,https://i.ebayimg.com/images/g/qrkAAOSwUFxeDjjG/s-l300.jpg,https://i.ebayimg.com/images/g/8sAAAOSwzG9eDjjG/s-l300.jpg,https://i.ebayimg.com/images/g/U~UAAOSwENVeDjjH/s-l300.jpg,https://i.ebayimg.com/images/g/a3oAAOSw889eDjjI/s-l300.jpg,https://i.ebayimg.com/images/g/bfEAAOSwDYNeDjjJ/s-l300.jpg,https://i.ebayimg.com/images/g/8yoAAOSw6-5eDjjJ/s-l300.jpg,https://i.ebayimg.com/images/g/pIAAAOSwi1ZeDjjE/s-l300.jpg,https://i.ebayimg.com/images/g/aNIAAOSwKz5eDjjF/s-l300.jpg,https://i.ebayimg.com/images/g/qrkAAOSwUFxeDjjG/s-l300.jpg,https://i.ebayimg.com/images/g/8sAAAOSwzG9eDjjG/s-l300.jpg,https://i.ebayimg.com/images/g/U~UAAOSwENVeDjjH/s-l300.jpg,https://i.ebayimg.com/images/g/a3oAAOSw889eDjjI/s-l300.jpg,https://i.ebayimg.com/images/g/bfEAAOSwDYNeDjjJ/s-l300.jpg,https://i.ebayimg.com/images/g/8yoAAOSw6-5eDjjJ/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Adidas Mens Harden Vol 1 Basketball Shoes White Red Lace Up Low Top 12 New,https://www.ebay.com/itm/Adidas-Mens-Harden-Vol-1-Basketball-Shoes-White-Red-Lace-Up-Low-Top-12-New/193307476160?hash=item2d020600c0:g:G7cAAOSwjLZeJSgF,193307476160,"

Adidas Mens Harden Vol 1 Basketball Shoes White Red Lace Up Low Top 12 New

Brand: Adidas
Style: Basketball Shoes 
Size: 12
Color: White
Secondary Color: Red
Activity: Basketball
Model: Adidas Harden Vol 1
Pattern: Solid 
Fastening: Lace Up
Shoe Height: Low Top
Country/Region Of Manufacture: China

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-Measurements are approximate, please measure and check your favorite items at home to estimate fit
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",New without box,US $125.00,"{' Condition': 'New without box', ' Color': 'White', ' Model': 'Adidas Harden Vol 1', ' Brand': 'adidas', ' Pattern': 'Solid', ' Style': 'Basketball Shoes', ' Fastening': 'Lace Up', ' Size': '12', ' Shoe Height': 'Low Top', ' Secondary Color': 'Red', ' Country/Region of Manufacture': 'China', ' Activity': 'Basketball', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/G7cAAOSwjLZeJSgF/s-l300.jpg,https://i.ebayimg.com/images/g/WQ4AAOSweS5eJSgG/s-l300.jpg,https://i.ebayimg.com/images/g/KCUAAOSwx3VeJSgG/s-l300.jpg,https://i.ebayimg.com/images/g/HTIAAOSwCOheJSgH/s-l300.jpg,https://i.ebayimg.com/images/g/fbwAAOSwdvxeJSgI/s-l300.jpg,https://i.ebayimg.com/images/g/BbYAAOSwT7NeJSgJ/s-l300.jpg,https://i.ebayimg.com/images/g/1W8AAOSwMTFeJSgK/s-l300.jpg,https://i.ebayimg.com/images/g/EfcAAOSwW-heJSgL/s-l300.jpg,https://i.ebayimg.com/images/g/G7cAAOSwjLZeJSgF/s-l300.jpg,https://i.ebayimg.com/images/g/WQ4AAOSweS5eJSgG/s-l300.jpg,https://i.ebayimg.com/images/g/KCUAAOSwx3VeJSgG/s-l300.jpg,https://i.ebayimg.com/images/g/HTIAAOSwCOheJSgH/s-l300.jpg,https://i.ebayimg.com/images/g/fbwAAOSwdvxeJSgI/s-l300.jpg,https://i.ebayimg.com/images/g/BbYAAOSwT7NeJSgJ/s-l300.jpg,https://i.ebayimg.com/images/g/1W8AAOSwMTFeJSgK/s-l300.jpg,https://i.ebayimg.com/images/g/EfcAAOSwW-heJSgL/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Nike Zoom Lebron II 2 All Star 309378-012 2004 Cool Grey White Royal 11.5 E36,https://www.ebay.com/itm/Nike-Zoom-Lebron-II-2-All-Star-309378-012-2004-Cool-Grey-White-Royal-11-5-E36/192962198201?hash=item2ced717ab9:g:LaAAAOSwJRFdEkL~,192962198201,"
Nike Zoom Lebron II 2 All Star 309378-012 2004 Cool Grey White Royal 11.5 E36Excellent condition, no original box. ",Pre-owned,US $89.00,{},",https://i.ebayimg.com/images/g/LaAAAOSwJRFdEkL~/s-l300.jpg,https://i.ebayimg.com/images/g/tBsAAOSwNrtdEkMD/s-l300.jpg,https://i.ebayimg.com/images/g/eW0AAOSw4GJdEkMI/s-l300.jpg,https://i.ebayimg.com/images/g/kb8AAOSwmd1dEkMN/s-l300.jpg,https://i.ebayimg.com/images/g/OqcAAOSwwENdEkMU/s-l300.jpg,https://i.ebayimg.com/images/g/fOcAAOSwgMxdEkMb/s-l300.jpg,https://i.ebayimg.com/images/g/LaAAAOSwJRFdEkL~/s-l300.jpg,https://i.ebayimg.com/images/g/tBsAAOSwNrtdEkMD/s-l300.jpg,https://i.ebayimg.com/images/g/eW0AAOSw4GJdEkMI/s-l300.jpg,https://i.ebayimg.com/images/g/kb8AAOSwmd1dEkMN/s-l300.jpg,https://i.ebayimg.com/images/g/OqcAAOSwwENdEkMU/s-l300.jpg,https://i.ebayimg.com/images/g/fOcAAOSwgMxdEkMb/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
